#  	Car Position (km)
---	---------------- 
001	36.286
002	16.881
003	39.967
004	26.695
005	44.150
006	33.499
007	75.684
008	12.994
009	13.110
010	27.232
011	44.702
012	37.664
013	40.457
014	53.117
015	11.870
016	26.623
017	25.960
018	60.163
019	35.852
020	42.378
021	08.500
022	30.785
023	28.945
024	40.819
025	47.896
026	31.956
027	42.737
028	19.990
029	43.856
030	57.551
031	58.664
032	17.043
033	14.448
034	47.761
035	33.307
036	38.010
037	13.306
038	18.604
039	06.634
040	17.278
041	36.617
042	42.068
043	08.962
044	21.478
045	22.375
046	42.460
047	32.817
048	52.952
049	33.385
050	43.337
051	56.274
052	45.088
053	48.134
054	51.359
055	69.581
056	51.355
057	14.425
058	40.207
059	47.557
060	10.345
061	28.209
062	59.543
063	28.015
064	29.960
065	15.221
066	25.040
067	50.031
068	30.961
069	25.151
070	20.008
071	11.566
072	32.749
073	18.155
074	05.039
075	30.361
076	33.271
077	67.125
078	52.373
079	38.780
080	37.974
081	12.369
082	38.323
083	62.032
084	47.652
085	69.368
086	18.726
087	16.632
088	12.358
089	14.854
090	18.831
091	38.400
092	10.902
093	43.910
094	09.495
095	40.353
096	48.362
097	46.613
098	21.240
099	29.079
100	09.700
101	39.693
102	30.148
103	30.050
104	06.948
105	42.228
106	68.048
107	54.396
108	06.856
109	48.040
110	22.622
111	28.656
112	47.239
113	25.384
114	08.441
115	39.407
116	36.193
117	51.739
118	38.212
119	23.040
120	40.372
121	33.971
122	19.194
123	38.611
124	47.293
125	13.290
126	27.272
127	54.168
128	37.805
129	21.116
130	51.501
131	64.020
132	22.685
133	25.567
134	14.546
135	36.061
136	70.377
137	32.472
138	37.742
139	68.410
140	30.724
141	21.542
142	31.279
143	22.713
144	29.657
145	24.525
146	26.224
147	18.801
148	40.952
149	11.393
150	63.041
151	34.969
152	34.378
153	20.756
154	36.446
155	28.277
156	23.389
157	44.829
158	17.967
159	59.994
160	52.165
161	12.719
162	12.471
163	51.932
164	20.905
165	44.292
166	25.107
