#  	Call Duration (s)
---	-----------------
001	016.572
002	031.697
003	185.264
004	087.170
005	097.462
006	144.761
007	080.934
008	392.391
009	094.301
010	886.768
011	050.539
012	408.370
013	023.454
014	115.961
015	052.699
016	050.861
017	022.668
018	615.196
019	007.921
020	088.179
021	534.172
022	021.709
023	093.410
024	001.569
025	261.370
026	017.098
027	046.374
028	102.049
029	208.230
030	392.392
031	709.116
032	173.579
033	380.638
034	508.414
035	143.849
036	292.394
037	476.333
038	628.058
039	387.685
040	016.939
041	099.488
042	150.531
043	001.900
044	289.956
045	030.954
046	084.254
047	064.539
048	050.859
049	051.540
050	027.522
051	215.871
052	392.712
053	037.026
054	113.899
055	186.491
056	004.138
057	306.364
058	155.185
059	183.471
060	244.188
061	108.699
062	192.432
063	098.109
064	254.627
065	269.956
066	403.547
067	045.609
068	083.639
069	030.108
070	382.643
071	051.348
072	163.270
073	175.098
074	705.177
075	250.612
076	113.360
077	659.986
078	031.144
079	290.542
080	381.353
081	263.925
082	096.189
083	064.014
084	163.533
085	102.197
086	025.038
087	058.674
088	364.253
089	072.045
090	020.337
091	005.419
092	1116.967
093	099.247
094	259.630
095	026.506
096	247.347
097	006.295
098	172.808
099	276.973
100	382.472
101	059.753
102	496.389
103	003.163
104	132.251
105	274.277
106	315.432
107	501.263
108	212.685
109	028.750
110	007.412
111	072.888
112	048.988
113	038.185
114	265.750
115	068.109
116	226.196
117	758.462
118	419.506
119	046.471
120	329.660
121	239.142
122	267.826
123	086.911
124	069.363
125	376.765
126	176.713
127	008.161
128	047.156
129	144.255
130	006.829
131	120.372
132	239.844
133	367.367
134	157.128
135	013.318
136	063.235
137	222.244
138	039.776
139	592.205
140	077.016
141	020.932
142	075.568
143	356.554
144	006.438
145	049.907
146	099.971
147	036.200
148	242.603
149	225.818
150	059.171
151	091.351
152	113.631
153	440.719
154	183.423
155	031.823
156	114.813
157	312.345
158	267.005
159	144.736
160	228.928
161	103.068
162	220.218
163	163.213
164	164.229
165	174.772
166	306.632
167	573.607
168	352.288
169	051.339
170	214.031
171	037.958
172	178.136
173	328.637
174	390.116
175	612.651
176	096.476
177	174.866
178	146.614
179	644.852
180	413.075
181	640.211
182	342.671
183	005.047
184	151.581
185	119.709
186	114.710
187	093.793
188	054.021
189	099.870
190	070.713
191	253.644
192	436.075
193	172.703
194	253.983
195	121.814
196	329.099
197	237.999
198	076.271
199	061.473
200	191.425
201	078.669
202	490.127
203	074.827
204	189.647
205	605.768
206	167.444
207	069.921
208	031.114
209	397.698
210	248.184
211	122.031
212	131.314
213	173.475
214	292.326
215	036.341
216	043.694
217	049.400
218	134.899
219	059.929
220	031.390
221	059.208
222	040.594
223	384.579
224	144.789
225	016.038
226	505.812
227	310.444
228	198.773
229	010.430
230	005.803
231	263.500
232	168.493
233	116.269
234	438.364
235	100.612
236	039.491
237	063.857
238	080.210
239	077.948
240	149.251
241	046.242
242	076.311
243	007.545
244	343.909
245	075.114
246	143.817
247	031.772
248	203.514
249	555.161
250	041.902
251	080.992
252	231.054
253	096.166
254	1244.407
255	470.906
256	037.288
257	264.696
258	166.781
259	045.138
260	451.035
261	044.371
262	123.552
263	374.529
264	238.236
265	008.299
266	038.953
267	156.608
268	014.270
269	046.621
270	477.302
271	029.289
272	381.547
273	170.339
274	138.990
275	172.294
276	1076.046
277	773.449
278	443.035
279	150.810
280	134.643
281	108.190
282	249.988
283	525.967
284	173.522
285	375.765
286	316.249
287	051.042
288	128.389
289	016.351
290	075.833
291	739.546
292	395.842
293	371.177
294	273.840
295	145.738
296	107.151
297	355.683
298	144.177
299	110.266
300	011.958
301	200.707
302	115.914
303	587.136
304	169.801
305	264.123
306	503.391
307	159.689
308	147.392
309	457.465
310	041.629
311	078.138
312	044.816
313	164.059
314	003.960
315	203.205
316	367.217
317	083.669
318	083.363
319	437.459
320	152.729
321	214.012
322	1009.266
323	061.128
324	132.495
325	096.358
326	238.754
327	053.598
328	238.434
329	096.943
330	255.480
331	153.476
332	320.874
333	014.025
334	280.767
335	045.541
336	221.849
337	042.752
338	098.635
339	133.153
340	082.796
341	018.306
342	426.905
343	069.129
344	738.256
345	026.432
346	019.427
347	076.028
348	100.673
349	093.428
350	157.218
351	274.801
352	150.653
353	084.529
354	631.194
355	026.532
356	183.367
357	009.753
358	074.472
359	043.629
360	400.418
361	1069.822
362	232.323
363	026.679
364	072.257
365	969.092
366	124.619
367	203.979
368	1145.972
369	295.559
370	002.323
371	295.970
372	021.424
373	138.748
374	015.401
375	271.794
376	134.817
377	076.502
378	102.258
379	015.478
380	156.400
381	049.021
382	040.691
383	064.026
384	328.776
385	017.327
386	033.583
387	118.506
388	331.915
389	433.638
390	043.594
391	791.551
392	065.369
393	005.622
394	420.253
395	008.962
396	116.990
397	141.542
398	292.611
399	426.334
400	114.866
401	304.435
402	107.292
403	083.153
404	369.251
405	172.030
406	457.902
407	033.927
408	074.322
409	411.838
410	122.735
411	393.623
412	027.224
