 #  	Clock   	Arrival Time(s)
---	--------	---------------
001	12:00:03	003.423
002	12:00:08	008.844
003	12:00:09	009.321
004	12:00:13	013.305
005	12:00:14	014.202
006	12:00:15	015.145
007	12:00:15	015.687
008	12:00:19	019.473
009	12:00:22	022.586
010	12:00:24	024.797
011	12:00:26	026.928
012	12:00:29	029.575
013	12:00:29	029.577
014	12:00:36	036.644
015	12:00:42	042.821
016	12:00:43	043.284
017	12:00:44	044.112
018	12:00:46	046.090
019	12:00:48	048.063
020	12:00:48	048.083
021	12:00:50	050.940
022	12:00:52	052.267
023	12:00:52	052.627
024	12:00:53	053.750
025	12:00:57	057.759
026	12:00:58	058.120
027	12:00:58	058.624
028	12:00:59	059.079
029	12:01:00	060.291
030	12:01:00	060.965
031	12:01:02	062.886
032	12:01:04	064.013
033	12:01:05	065.972
034	12:01:06	066.498
035	12:01:09	069.875
036	12:01:10	070.145
037	12:01:10	070.188
038	12:01:12	072.081
039	12:01:12	072.137
040	12:01:14	074.091
041	12:01:14	074.368
042	12:01:19	079.111
043	12:01:19	079.361
044	12:01:19	079.949
045	12:01:21	081.786
046	12:01:24	084.727
047	12:01:24	084.776
048	12:01:25	085.272
049	12:01:29	089.589
050	12:01:37	097.390
051	12:01:40	100.571
052	12:01:42	102.848
053	12:01:43	103.192
054	12:01:46	106.206
055	12:01:48	108.599
056	12:01:51	111.471
057	12:01:53	113.585
058	12:01:53	113.595
059	12:01:54	114.467
060	12:01:56	116.542
061	12:01:56	116.799
062	12:02:00	120.412
063	12:02:03	123.136
064	12:02:03	123.659
065	12:02:06	126.015
066	12:02:10	130.170
067	12:02:10	130.331
068	12:02:13	133.191
069	12:02:13	133.474
070	12:02:14	134.635
071	12:02:15	135.302
072	12:02:16	136.029
073	12:02:17	137.913
074	12:02:20	140.441
075	12:02:20	140.947
076	12:02:22	142.987
077	12:02:27	147.071
078	12:02:31	151.859
079	12:02:32	152.503
080	12:02:35	155.062
081	12:02:35	155.107
082	12:02:36	156.910
083	12:02:36	156.983
084	12:02:38	158.176
085	12:02:38	158.677
086	12:02:40	160.756
087	12:02:46	166.060
088	12:02:49	169.871
089	12:02:53	173.946
090	12:02:55	175.084
091	12:02:58	178.580
092	12:03:00	180.333
093	12:03:01	181.826
094	12:03:03	183.196
095	12:03:04	184.206
096	12:03:06	186.660
097	12:03:07	187.569
098	12:03:07	187.996
099	12:03:09	189.722
100	12:03:11	191.208
101	12:03:13	193.258
102	12:03:17	197.915
103	12:03:21	201.607
104	12:03:22	202.393
105	12:03:24	204.572
106	12:03:24	204.647
107	12:03:26	206.730
108	12:03:28	208.358
109	12:03:36	216.722
110	12:03:39	219.440
111	12:03:41	221.086
112	12:03:49	229.889
113	12:03:53	233.305
114	12:03:53	233.637
115	12:03:54	234.864
116	12:03:59	239.824
117	12:04:02	242.453
118	12:04:02	242.962
119	12:04:06	246.254
120	12:04:09	249.197
121	12:04:12	252.115
122	12:04:13	253.382
123	12:04:14	254.713
124	12:04:16	256.164
125	12:04:16	256.483
126	12:04:21	261.087
127	12:04:22	262.353
128	12:04:24	264.100
129	12:04:24	264.532
130	12:04:25	265.358
131	12:04:27	267.733
132	12:04:28	268.769
133	12:04:29	269.366
134	12:04:36	276.076
135	12:04:38	278.798
136	12:04:39	279.647
137	12:04:41	281.482
138	12:04:48	288.462
139	12:04:49	289.313
140	12:04:50	290.614
141	12:04:52	292.918
142	12:04:53	293.585
143	12:04:54	294.936
144	12:04:55	295.372
145	12:04:55	295.382
146	12:04:55	295.925
147	12:04:59	299.113
148	12:04:59	299.513
149	12:05:00	300.379
150	12:05:03	303.435
151	12:05:07	307.343
152	12:05:12	312.531
153	12:05:17	317.129
154	12:05:17	317.493
155	12:05:20	320.343
156	12:05:20	320.876
157	12:05:21	321.031
158	12:05:21	321.558
159	12:05:22	322.600
160	12:05:26	326.262
161	12:05:28	328.363
162	12:05:28	328.418
163	12:05:28	328.622
164	12:05:30	330.288
165	12:05:32	332.079
166	12:05:33	333.161
167	12:05:36	336.623
168	12:05:40	340.856
169	12:05:41	341.627
170	12:05:41	341.661
171	12:05:41	341.800
172	12:05:41	341.942
173	12:05:43	343.183
174	12:05:44	344.429
175	12:05:49	349.780
176	12:05:51	351.645
177	12:05:52	352.779
178	12:05:52	352.795
179	12:05:55	355.656
180	12:05:57	357.701
181	12:05:59	359.911
182	12:06:01	361.569
183	12:06:03	363.162
184	12:06:04	364.632
185	12:06:06	366.485
186	12:06:08	368.477
187	12:06:08	368.580
188	12:06:08	368.656
189	12:06:08	368.859
190	12:06:10	370.122
191	12:06:11	371.730
192	12:06:14	374.046
193	12:06:16	376.116
194	12:06:20	380.541
195	12:06:20	380.733
196	12:06:20	380.819
197	12:06:21	381.232
198	12:06:22	382.897
199	12:06:22	382.905
200	12:06:25	385.128
201	12:06:27	387.507
202	12:06:31	391.583
203	12:06:33	393.477
204	12:06:34	394.054
205	12:06:34	394.941
206	12:06:35	395.642
207	12:06:36	396.172
208	12:06:37	397.008
209	12:06:38	398.754
210	12:06:39	399.824
211	12:06:40	400.562
212	12:06:42	402.153
213	12:06:42	402.298
214	12:06:42	402.922
215	12:06:44	404.350
216	12:06:48	408.838
217	12:06:49	409.711
218	12:06:53	413.243
219	12:06:56	416.947
220	12:06:59	419.426
221	12:07:00	420.552
222	12:07:01	421.413
223	12:07:02	422.110
224	12:07:02	422.772
225	12:07:05	425.173
226	12:07:08	428.043
227	12:07:10	430.806
228	12:07:11	431.004
229	12:07:11	431.283
230	12:07:13	433.036
231	12:07:13	433.796
232	12:07:17	437.844
233	12:07:20	440.827
234	12:07:21	441.054
235	12:07:26	446.855
236	12:07:27	447.159
237	12:07:29	449.169
238	12:07:31	451.302
239	12:07:31	451.902
240	12:07:37	457.637
241	12:07:39	459.219
242	12:07:40	460.139
243	12:07:41	461.839
244	12:07:42	462.495
245	12:07:43	463.014
246	12:07:43	463.829
247	12:07:44	464.976
248	12:07:46	466.180
249	12:07:48	468.796
250	12:07:48	468.831
251	12:07:51	471.195
252	12:07:51	471.973
253	12:07:52	472.560
254	12:07:52	472.718
255	12:07:57	477.141
256	12:07:57	477.475
257	12:08:03	483.843
258	12:08:05	485.404
259	12:08:08	488.037
260	12:08:09	489.252
261	12:08:10	490.843
262	12:08:13	493.253
263	12:08:16	496.397
264	12:08:20	500.395
265	12:08:22	502.510
266	12:08:23	503.806
267	12:08:27	507.372
268	12:08:29	509.055
269	12:08:29	509.428
270	12:08:35	515.018
271	12:08:35	515.232
272	12:08:37	517.754
273	12:08:43	523.288
274	12:08:44	524.484
275	12:08:46	526.359
276	12:08:47	527.313
277	12:08:48	528.777
278	12:08:48	528.802
279	12:08:51	531.794
280	12:08:53	533.195
281	12:08:53	533.817
282	12:08:53	533.822
283	12:08:56	536.985
284	12:08:58	538.835
285	12:09:03	543.615
286	12:09:06	546.482
287	12:09:06	546.752
288	12:09:07	547.824
289	12:09:12	552.006
290	12:09:16	556.835
291	12:09:20	560.531
292	12:09:21	561.058
293	12:09:24	564.452
